Date,Year,Month,Day,Data Quality,Max Temp (deg C),Max Temp Flag,Min Temp (Deg C),Min Temp Flag,Mean Temp (Deg C),Mean Temp Flag,Heat Deg Days (C),Heat Deg Days Flag,Cool Deg Days (C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
03/05/13,2003,5,13,,,M,,M,,M,,M,,M,,,,,,M,,,,,,
03/05/14,2003,5,14,,,M,,M,,M,,M,,M,,,,,,M,,,,,,
03/05/15,2003,5,15,,,M,,M,,M,,M,,M,,,,,,M,,,,,,
03/05/16,2003,5,16,,,M,,M,,M,,M,,M,,,,,,M,,,,,,
03/05/17,2003,5,17,,,M,,M,,M,,M,,M,,,,,,M,,,,,,
03/05/18,2003,5,18,,,M,,M,,M,,M,,M,,,,,0,,,,,,,
03/05/19,2003,5,19,,,M,,M,,M,,M,,M,,,,,0,,,,,,,
03/05/20,2003,5,20,,14.1,,10.7,,12.4,,5.6,,0,,,,,,3.6,,,,,,,
03/05/21,2003,5,21,,16.2,,10.1,,13.2,,4.8,,0,,,,,,1.8,,,,,,,
03/05/22,2003,5,22,,14.9,,11.4,,13.2,,4.8,,0,,,,,,20,,,,,,,
03/05/23,2003,5,23,,20.9,,12.3,,16.6,,1.4,,0,,,,,,0.4,,,,,,,
03/05/24,2003,5,24,,19,,13.3,,16.2,,1.8,,0,,,,,,2.6,,,,,,,
03/05/25,2003,5,25,,17.5,,11.8,,14.7,,3.3,,0,,,,,,0.4,,,,,,,
03/05/26,2003,5,26,,18.2,,9.9,,14.1,,3.9,,0,,,,,,0,,,,,,,
03/05/27,2003,5,27,,21.8,,12.6,,17.2,,0.8,,0,,,,,,0.4,,,,,,,
03/05/28,2003,5,28,,21.7,,12.9,,17.3,,0.7,,0,,,,,,0.4,,,,,,,
03/05/29,2003,5,29,,19.8,,10.9,,15.4,,2.6,,0,,,,,,0,,,,,,,
03/05/30,2003,5,30,,21.6,,11.3,,16.5,,1.5,,0,,,,,,0,,,,,,,
03/05/31,2003,5,31,,18.5,,13.2,,15.9,,2.1,,0,,,,,,0,,,,,,,
03/06/01,2003,6,1,,18.3,,13.1,,15.7,,2.3,,0,,,,,,0,,,,,,,
03/06/02,2003,6,2,,18.3,,11,,14.7,,3.3,,0,,,,,,0,,,,,,,
03/06/03,2003,6,3,,20.1,,9,,14.6,,3.4,,0,,,,,,0,,,,,,,
03/06/04,2003,6,4,,22.5,,10.6,,16.6,,1.4,,0,,,,,,0,,,,,,,
03/06/05,2003,6,5,,27.5,,11.9,,19.7,,0,,1.7,,,,,,0,,,,,,,
03/06/06,2003,6,6,,29.1,,14.5,,21.8,,0,,3.8,,,,,,0,,,,,,,
03/06/07,2003,6,7,,25,,14.5,,19.8,,0,,1.8,,,,,,0,,,,,,,
03/06/08,2003,6,8,,22.3,,14.2,,18.3,,0,,0.3,,,,,,0,,,,,,,
03/06/09,2003,6,9,,20.2,,13.1,,16.7,,1.3,,0,,,,,,0,,,,,,,
03/06/10,2003,6,10,,17.7,,14.2,,16,,2,,0,,,,,,0.6,,,,,,,
03/06/11,2003,6,11,,19.4,,14.4,,16.9,,1.1,,0,,,,,,0,,,,,,,
03/06/12,2003,6,12,,17.3,,13.9,,15.6,,2.4,,0,,,,,,0.6,,,,,,,
03/06/13,2003,6,13,,19,,14,,16.5,,1.5,,0,,,,,,1.8,,,,,,,
03/06/14,2003,6,14,,17.8,,12,,14.9,,3.1,,0,,,,,,0,,,,,,,
03/06/15,2003,6,15,,20.9,,12.5,,16.7,,1.3,,0,,,,,,0.2,,,,,,,
03/06/16,2003,6,16,,21.7,,11.1,,16.4,,1.6,,0,,,,,,0,,,,,,,
03/06/17,2003,6,17,,26.6,,12.5,,19.6,,0,,1.6,,,,,,0,,,,,,,
03/06/18,2003,6,18,,21.1,,14,,17.6,,0.4,,0,,,,,,0,,,,,,,
03/06/19,2003,6,19,,18.8,,12.4,,15.6,,2.4,,0,,,,,,0.2,,,,,,,
03/06/20,2003,6,20,,15,,11.6,,13.3,,4.7,,0,,,,,,,M,,,,,,
03/06/21,2003,6,21,,17.7,,11.4,,14.6,,3.4,,0,,,,,,,M,,,,,,
03/06/22,2003,6,22,,16.6,,12.1,,14.4,,3.6,,0,,,,,,,M,,,,,,
03/06/23,2003,6,23,,19.2,,12.3,,15.8,,2.2,,0,,,,,,0,,,,,,,
03/06/24,2003,6,24,,21.8,,12.7,,17.3,,0.7,,0,,,,,,0,,,,,,,
03/06/25,2003,6,25,,22.9,,13.3,,18.1,,0,,0.1,,,,,,0,,,,,,,
03/06/26,2003,6,26,,23.8,,14.6,,19.2,,0,,1.2,,,,,,0,,,,,,,
03/06/27,2003,6,27,,23.5,,16.5,,20,,0,,2,,,,,,0,,,,,,,
03/06/28,2003,6,28,,26.7,,15.4,,21.1,,0,,3.1,,,,,,0,,,,,,,
03/06/29,2003,6,29,,23.6,,15.6,,19.6,,0,,1.6,,,,,,,M,,,,,,
03/06/30,2003,6,30,,21.3,,13.9,,17.6,,0.4,,0,,,,,,,M,,,,,,
03/07/01,2003,7,1,,19.9,,13.6,,16.8,,1.2,,0,,,,,,,,,,,,,
03/07/02,2003,7,2,,19.7,,12.1,,15.9,,2.1,,0,,,,,,,,,,,,,
03/07/03,2003,7,3,,22.4,,12.5,,17.5,,0.5,,0,,,,,,,,,,,,,
03/07/04,2003,7,4,,23.1,,13.9,,18.5,,0,,0.5,,,,,,,,,,,,,
03/07/05,2003,7,5,,22.6,,15.9,,19.3,,0,,1.3,,,,,,,,,,,,,
03/07/06,2003,7,6,,23.8,,12.9,,18.4,,0,,0.4,,,,,,,,,,,,,
03/07/07,2003,7,7,,24.8,,15.1,,20,,0,,2,,,,,,,,,,,,,
03/07/08,2003,7,8,,19.6,,14.7,,17.2,,0.8,,0,,,,,,,,,,,,,
03/07/09,2003,7,9,,24.1,,14.1,,19.1,,0,,1.1,,,,,,,,,,,,,
03/07/10,2003,7,10,,27.3,,14.6,,21,,0,,3,,,,,,,,,,,,,
03/07/11,2003,7,11,,25.5,,17.4,,21.5,,0,,3.5,,,,,,,,,,,,,
03/07/12,2003,7,12,,24.1,,16.2,,20.2,,0,,2.2,,,,,,,,,,,,,
03/07/13,2003,7,13,,19.5,,14.8,,17.2,,0.8,,0,,,,,,,,,,,,,
03/07/14,2003,7,14,,21.2,,14.6,,17.9,,0.1,,0,,,,,,,,,,,,,
03/07/15,2003,7,15,,23.2,,14.7,,19,,0,,1,,,,,,,,,,,,,
03/07/16,2003,7,16,,21.4,,14.5,,18,,0,,0,,,,,,,,,,,,,
03/07/17,2003,7,17,,23.2,,12,,17.6,,0.4,,0,,,,,,,,,,,,,
03/07/18,2003,7,18,,25.2,,13.1,,19.2,,0,,1.2,,,,,,,,,,,,,
03/07/19,2003,7,19,,25.6,,13.4,,19.5,,0,,1.5,,,,,,,,,,,,,
03/07/20,2003,7,20,,26.9,,17,,22,,0,,4,,,,,,,,,,,,,
03/07/21,2003,7,21,,26.8,,16.1,,21.5,,0,,3.5,,,,,,,,,,,,,
03/07/22,2003,7,22,,24.9,,15.9,,20.4,,0,,2.4,,,,,,,,,,,,,
03/07/23,2003,7,23,,23.3,,16.5,,19.9,,0,,1.9,,,,,,,,,,,,,
03/07/24,2003,7,24,,22.3,,15.2,,18.8,,0,,0.8,,,,,,,,,,,,,
03/07/25,2003,7,25,,26.4,,14.3,,20.4,,0,,2.4,,,,,,,,,,,,,
03/07/26,2003,7,26,,25.5,,16.3,,20.9,,0,,2.9,,,,,,,,,,,,,
03/07/27,2003,7,27,,23.6,,14.8,,19.2,,0,,1.2,,,,,,,,,,,,,
03/07/28,2003,7,28,,25.9,,15.6,,20.8,,0,,2.8,,,,,,,,,,,,,
03/07/29,2003,7,29,,27.4,,16.5,,22,,0,,4,,,,,,,,,,,,,
03/07/30,2003,7,30,,26.5,,17.6,,22.1,,0,,4.1,,,,,,,,,,,,,
03/07/31,2003,7,31,,25.6,,16.3,,21,,0,,3,,,,,,,,,,,,,
03/08/01,2003,8,1,,24.3,,14.8,,19.6,,0,,1.6,,,,,,0,,,,,,,
03/08/02,2003,8,2,,24.1,,13.8,,19,,0,,1,,,,,,0,,,,,,,
03/08/03,2003,8,3,,24.8,,14.9,,19.9,,0,,1.9,,,,,,0,,,,,,,
03/08/04,2003,8,4,,24.1,,15.8,,20,,0,,2,,,,,,0,,,,,,,
03/08/05,2003,8,5,,26.4,,14.1,,20.3,,0,,2.3,,,,,,0,,,,,,,
03/08/06,2003,8,6,,23,,15.3,,19.2,,0,,1.2,,,,,,3.8,,,,,,,
03/08/07,2003,8,7,,23.5,,14.8,,19.2,,0,,1.2,,,,,,0,,,,,,,
03/08/08,2003,8,8,,22.9,,15.5,,19.2,,0,,1.2,,,,,,0.6,,,,,,,
03/08/09,2003,8,9,,19.6,,16.5,,18.1,,0,,0.1,,,,,,0.6,,,,,,,
03/08/10,2003,8,10,,23.6,,15.6,,19.6,,0,,1.6,,,,,,0,,,,,,,
03/08/11,2003,8,11,,22.3,,15,,18.7,,0,,0.7,,,,,,3.4,,,,,,,
03/08/12,2003,8,12,,21.9,,13.9,,17.9,,0.1,,0,,,,,,0,,,,,,,
03/08/13,2003,8,13,,23.6,,14.6,,19.1,,0,,1.1,,,,,,0,,,,,,,
03/08/14,2003,8,14,,25,,14,,19.5,,0,,1.5,,,,,,0,,,,,,,
03/08/15,2003,8,15,,27.5,,14,,20.8,,0,,2.8,,,,,,0,,,,,,,
03/08/16,2003,8,16,,22.7,,15.7,,19.2,,0,,1.2,,,,,,0,,,,,,,
03/08/17,2003,8,17,,25.1,,15.7,,20.4,,0,,2.4,,,,,,0,,,,,,,
03/08/18,2003,8,18,,24.6,,16.2,,20.4,,0,,2.4,,,,,,0,,,,,,,
03/08/19,2003,8,19,,22.1,,15.6,,18.9,,0,,0.9,,,,,,0,,,,,,,
03/08/20,2003,8,20,,23.4,,13,,18.2,,0,,0.2,,,,,,0,,,,,,,
03/08/21,2003,8,21,,25.2,,14.5,,19.9,,0,,1.9,,,,,,0,,,,,,,
03/08/22,2003,8,22,,20.2,,15.9,,18.1,,0,,0.1,,,,,,0,,,,,,,
03/08/23,2003,8,23,,20.4,,13.1,,16.8,,1.2,,0,,,,,,0,,,,,,,
03/08/24,2003,8,24,,20.9,,12.4,,16.7,,1.3,,0,,,,,,0,,,,,,,
03/08/25,2003,8,25,,21.5,,15,,18.3,,0,,0.3,,,,,,0,,,,,,,
03/08/26,2003,8,26,,22,,15.7,,18.9,,0,,0.9,,,,,,0,,,,,,,
03/08/27,2003,8,27,,21.8,,14.6,,18.2,,0,,0.2,,,,,,0,,,,,,,
03/08/28,2003,8,28,,23.2,,12.8,,18,,0,,0,,,,,,0,,,,,,,
03/08/29,2003,8,29,,25.1,,13.3,,19.2,,0,,1.2,,,,,,0,,,,,,,
03/08/30,2003,8,30,,26.4,,13,,19.7,,0,,1.7,,,,,,0,,,,,,,
03/08/31,2003,8,31,,20.9,,13.4,,17.2,,0.8,,0,,,,,,0,,,,,,,
03/09/01,2003,9,1,,20.5,,11.7,,16.1,,1.9,,0,,,,,,0,,,,,,,
03/09/02,2003,9,2,,22.5,,12.4,,17.5,,0.5,,0,,,,,,0,,,,,,,
03/09/03,2003,9,3,,24.3,,13.1,,18.7,,0,,0.7,,,,,,0,,,,,,,
03/09/04,2003,9,4,,26.4,,13.7,,20.1,,0,,2.1,,,,,,0,,,,,,,
03/09/05,2003,9,5,,27.1,,14.6,,20.9,,0,,2.9,,,,,,0,,,,,,,
03/09/06,2003,9,6,,25,,14.8,,19.9,,0,,1.9,,,,,,3.6,,,,,,,
03/09/07,2003,9,7,,19.8,,14.2,,17,,1,,0,,,,,,8.2,,,,,,,
03/09/08,2003,9,8,,20.4,,13.1,,16.8,,1.2,,0,,,,,,0.8,,,,,,,
03/09/09,2003,9,9,,20.3,,13.9,,17.1,,0.9,,0,,,,,,0.2,,,,,,,
03/09/10,2003,9,10,,16.1,,14,,15.1,,2.9,,0,,,,,,,M,,,,,,
03/09/11,2003,9,11,,18.9,,14.6,,16.8,,1.2,,0,,,,,,,M,,,,,,
03/09/12,2003,9,12,,19.3,,10.3,,14.8,,3.2,,0,,,,,,0,,,,,,,
03/09/13,2003,9,13,,20.2,,10.6,,15.4,,2.6,,0,,,,,,,M,,,,,,
03/09/14,2003,9,14,,17.6,,12.5,,15.1,,2.9,,0,,,,,,,M,,,,,,
03/09/15,2003,9,15,,17.2,,10.1,,13.7,,4.3,,0,,,,,,,M,,,,,,
03/09/16,2003,9,16,,15.9,,11.2,,13.6,,4.4,,0,,,,,,,M,,,,,,
03/09/17,2003,9,17,,15.4,,11.4,,13.4,,4.6,,0,,,,,,,M,,,,,,
03/09/18,2003,9,18,,14.1,,11.4,,12.8,,5.2,,0,,,,,,,M,,,,,,
03/09/19,2003,9,19,,19.2,,12,,15.6,,2.4,,0,,,,,,,M,,,,,,
03/09/20,2003,9,20,,17.3,,10.6,,14,,4,,0,,,,,,0,,,,,,,
03/09/21,2003,9,21,,19.4,,9.3,,14.4,,3.6,,0,,,,,,0,,,,,,,
03/09/22,2003,9,22,,20.7,,11.2,,16,,2,,0,,,,,,0,,,,,,,
03/09/23,2003,9,23,,19,,12.9,,16,,2,,0,,,,,,0,,,,,,,
03/09/24,2003,9,24,,19.4,,10.6,,15,,3,,0,,,,,,0,,,,,,,
03/09/25,2003,9,25,,19.1,,11.4,,15.3,,2.7,,0,,,,,,0,,,,,,,
03/09/26,2003,9,26,,19,,10.9,,15,,3,,0,,,,,,0,,,,,,,
03/09/27,2003,9,27,,21.6,,11.5,,16.6,,1.4,,0,,,,,,0,,,,,,,
03/09/28,2003,9,28,,23.5,,11.9,,17.7,,0.3,,0,,,,,,0,,,,,,,
03/09/29,2003,9,29,,21,,11.6,,16.3,,1.7,,0,,,,,,0,,,,,,,
03/09/30,2003,9,30,,17,,12.2,,14.6,,3.4,,0,,,,,,0,,,,,,,
03/10/01,2003,10,1,,19.1,,11.1,,15.1,,2.9,,0,,,,,,0,,,,,,,
03/10/02,2003,10,2,,15.8,,10.9,,13.4,,4.6,,0,,,,,,0.2,,,,,,,
03/10/03,2003,10,3,,15.6,,12.2,,13.9,,4.1,,0,,,,,,0,,,,,,,
03/10/04,2003,10,4,,14.8,,11.1,,13,,5,,0,,,,,,0,,,,,,,
03/10/05,2003,10,5,,14.7,,12.3,,13.5,,4.5,,0,,,,,,0,,,,,,,
03/10/06,2003,10,6,,15.3,,13,,14.2,,3.8,,0,,,,,,15.2,,,,,,,
03/10/07,2003,10,7,,18.5,,12.6,,15.6,,2.4,,0,,,,,,11.8,,,,,,,
03/10/08,2003,10,8,,15.9,,11.6,,13.8,,4.2,,0,,,,,,5,,,,,,,
03/10/09,2003,10,9,,12.8,,10.4,,11.6,,6.4,,0,,,,,,1.6,,,,,,,
03/10/10,2003,10,10,,14.1,,10.2,,12.2,,5.8,,0,,,,,,1.2,,,,,,,
03/10/11,2003,10,11,,11.2,,9.9,,10.6,,7.4,,0,,,,,,0.8,,,,,,,
03/10/12,2003,10,12,,14.2,,10.6,,12.4,,5.6,,0,,,,,,1.2,,,,,,,
03/10/13,2003,10,13,,13.6,,8.7,,11.2,,6.8,,0,,,,,,0.8,,,,,,,
03/10/14,2003,10,14,,13.8,,6.1,,10,,8,,0,,,,,,0.4,,,,,,,
03/10/15,2003,10,15,,10.9,,6.6,,8.8,,9.2,,0,,,,,,0.4,,,,,,,
03/10/16,2003,10,16,,14.5,,9.4,,12,,6,,0,,,,,,141.8,,,,,,,
03/10/17,2003,10,17,,15,,12.5,,13.8,,4.2,,0,,,,,,77.8,,,,,,,
03/10/18,2003,10,18,,16.8,,13.1,,15,,3,,0,,,,,,2,,,,,,,
03/10/19,2003,10,19,,16.7,,12.3,,14.5,,3.5,,0,,,,,,7.4,,,,,,,
03/10/20,2003,10,20,,17,,12.1,,14.6,,3.4,,0,,,,,,29.4,,,,,,,
03/10/21,2003,10,21,,16.8,,12.4,,14.6,,3.4,,0,,,,,,3,,,,,,,
03/10/22,2003,10,22,,16.9,,11.7,,14.3,,3.7,,0,,,,,,9,,,,,,,
03/10/23,2003,10,23,,13.7,,8.6,,11.2,,6.8,,0,,,,,,0,,,,,,,
03/10/24,2003,10,24,,12.9,,6.8,,9.9,,8.1,,0,,,,,,0,,,,,,,
03/10/25,2003,10,25,,12.9,,6.6,,9.8,,8.2,,0,,,,,,0,,,,,,,
03/10/26,2003,10,26,,12.6,,7.2,,9.9,,8.1,,0,,,,,,0.2,,,,,,,
03/10/27,2003,10,27,,12.7,,7.3,,10,,8,,0,,,,,,0,,,,,,,
03/10/28,2003,10,28,,13.2,,9,,11.1,,6.9,,0,,,,,,27.6,,,,,,,
03/10/29,2003,10,29,,11.6,,3.8,,7.7,,10.3,,0,,,,,,0,,,,,,,
03/10/30,2003,10,30,,10.1,,2.9,,6.5,,11.5,,0,,,,,,0,,,,,,,
03/10/31,2003,10,31,,6.3,,0.6,,3.5,,14.5,,0,,,,,,0,,,,,,,
03/11/01,2003,11,1,,6.6,,2.3,,4.5,,13.5,,0,,,,,,0,,,,,,,
03/11/02,2003,11,2,,8.6,,1.5,,5.1,,12.9,,0,,,,,,0,,,,,,,
03/11/03,2003,11,3,,7.5,,-0.2,,3.7,,14.3,,0,,,,,,0,,,,,,,
03/11/04,2003,11,4,,6.3,,0.5,,3.4,,14.6,,0,,,,,,0,,,,,,,
03/11/05,2003,11,5,,5.3,,-1.4,,2,,16,,0,,,,,,0,,,,,,,
03/11/06,2003,11,6,,5.6,,-1,,2.3,,15.7,,0,,,,,,0,,,,,,,
03/11/07,2003,11,7,,7.1,,-0.5,,3.3,,14.7,,0,,,,,,0,,,,,,,
03/11/08,2003,11,8,,10.1,,5.1,,7.6,,10.4,,0,,,,,,0,,,,,,,
03/11/09,2003,11,9,,10,,3.6,,6.8,,11.2,,0,,,,,,0.2,,,,,,,
03/11/10,2003,11,10,,8.1,,6.4,,7.3,,10.7,,0,,,,,,10.6,,,,,,,
03/11/11,2003,11,11,,10.9,,6,,8.5,,9.5,,0,,,,,,1.4,,,,,,,
03/11/12,2003,11,12,,9.4,,5.6,,7.5,,10.5,,0,,,,,,0,,,,,,,
03/11/13,2003,11,13,,8.5,,2.3,,5.4,,12.6,,0,,,,,,0.2,,,,,,,
03/11/14,2003,11,14,,10.8,,6.1,,8.5,,9.5,,0,,,,,,0.4,,,,,,,
03/11/15,2003,11,15,,10.1,,8.4,,9.3,,8.7,,0,,,,,,17,,,,,,,
03/11/16,2003,11,16,,8.6,,6.6,,7.6,,10.4,,0,,,,,,25.8,,,,,,,
03/11/17,2003,11,17,,10.1,,6.3,,8.2,,9.8,,0,,,,,,24.8,,,,,,,
03/11/18,2003,11,18,,8.9,,3.1,,6,,12,,0,,,,,,50.2,,,,,,,
03/11/19,2003,11,19,,7.1,,3.7,,5.4,,12.6,,0,,,,,,6.4,,,,,,,
03/11/20,2003,11,20,,5.8,,1.1,,3.5,,14.5,,0,,,,,,0.2,,,,,,,
03/11/21,2003,11,21,,4.1,,0.2,,2.2,,15.8,,0,,,,,,0,,,,,,,
03/11/22,2003,11,22,,3,,0.1,,1.6,,16.4,,0,,,,,,0,,,,,,,
03/11/23,2003,11,23,,6.4,,2.6,,4.5,,13.5,,0,,,,,,13,,,,,,,
03/11/24,2003,11,24,,6.3,,1.7,,4,,14,,0,,,,,,5,,,,,,,
03/11/25,2003,11,25,,7.6,,2,,4.8,,13.2,,0,,,,,,29,,,,,,,
03/11/26,2003,11,26,,8.2,,3.1,,5.7,,12.3,,0,,,,,,0,,,,,,,
03/11/27,2003,11,27,,8.4,,5.2,,6.8,,11.2,,0,,,,,,0.2,,,,,,,
03/11/28,2003,11,28,,7.9,,6.5,,7.2,,10.8,,0,,,,,,96,,,,,,,
03/11/29,2003,11,29,,7.6,,4.4,,6,,12,,0,,,,,,0.8,,,,,,,
03/11/30,2003,11,30,,7,,0.3,,3.7,,14.3,,0,,,,,,0.2,,,,,,,
03/12/01,2003,12,1,,6,,0.8,,3.4,,14.6,,0,,,,,,2.2,,,,,,,
03/12/02,2003,12,2,,11.7,,5.2,,8.5,,9.5,,0,,,,,,15.2,,,,,,,
03/12/03,2003,12,3,,7.4,,2.2,,4.8,,13.2,,0,,,,,,0,,,,,,,
03/12/04,2003,12,4,,11.2,,3,,7.1,,10.9,,0,,,,,,6.4,,,,,,,
03/12/05,2003,12,5,,10.9,,7.4,,9.2,,8.8,,0,,,,,,13,,,,,,,
03/12/06,2003,12,6,,10.7,,5,,7.9,,10.1,,0,,,,,,13.4,,,,,,,
03/12/07,2003,12,7,,7.1,,4.2,,5.7,,12.3,,0,,,,,,0.6,,,,,,,
03/12/08,2003,12,8,,6.7,,5.3,,6,,12,,0,,,,,,0.6,,,,,,,
03/12/09,2003,12,9,,5.8,,0.5,,3.2,,14.8,,0,,,,,,0,,,,,,,
03/12/10,2003,12,10,,6,,3.7,,4.9,,13.1,,0,,,,,,0,,,,,,,
03/12/11,2003,12,11,,7.3,,4.7,,6,,12,,0,,,,,,5.8,,,,,,,
03/12/12,2003,12,12,,7.3,,4.9,,6.1,,11.9,,0,,,,,,12.4,,,,,,,
03/12/13,2003,12,13,,7,,5.2,,6.1,,11.9,,0,,,,,,3.8,,,,,,,
03/12/14,2003,12,14,,7.2,,4.2,,5.7,,12.3,,0,,,,,,6,,,,,,,
03/12/15,2003,12,15,,8,,3.8,,5.9,,12.1,,0,,,,,,2,,,,,,,
03/12/16,2003,12,16,,8,,4.2,,6.1,,11.9,,0,,,,,,26.8,,,,,,,
03/12/17,2003,12,17,,8.8,,3.6,,6.2,,11.8,,0,,,,,,0,,,,,,,
03/12/18,2003,12,18,,8.4,,2.4,,5.4,,12.6,,0,,,,,,0.2,,,,,,,
03/12/19,2003,12,19,,9.7,,2.9,,6.3,,11.7,,0,,,,,,4.4,,,,,,,
03/12/20,2003,12,20,,8.9,,8,,8.5,,9.5,,0,,,,,,13.2,,,,,,,
03/12/21,2003,12,21,,9.3,,6.3,,7.8,,10.2,,0,,,,,,0,,,,,,,
03/12/22,2003,12,22,,8.6,,3.3,,6,,12,,0,,,,,,0,,,,,,,
03/12/23,2003,12,23,,8.9,,4.4,,6.7,,11.3,,0,,,,,,4.8,,,,,,,
03/12/24,2003,12,24,,9.7,,7.3,,8.5,,9.5,,0,,,,,,13.4,,,,,,,
03/12/25,2003,12,25,,7.8,,4.4,,6.1,,11.9,,0,,,,,,0.4,,,,,,,
03/12/26,2003,12,26,,5,,1.3,,3.2,,14.8,,0,,,,,,2.8,,,,,,,
03/12/27,2003,12,27,,4.9,,1.7,,3.3,,14.7,,0,,,,,,11.4,,,,,,,
03/12/28,2003,12,28,,4,,-0.7,,1.7,,16.3,,0,,,,,,0.8,,,,,,,
03/12/29,2003,12,29,,3.4,,-1.9,,0.8,,17.2,,0,,,,,,0.2,,,,,,,
03/12/30,2003,12,30,,1.3,,-0.5,,0.4,,17.6,,0,,,,,,1.6,,,,,,,
03/12/31,2003,12,31,,2.6,,0.4,,1.5,,16.5,,0,,,,,,14.8,,,,,,,
04/01/01,2004,1,1,,5,,1.4,,3.2,,14.8,,0,,,,,,0,,,,,,,
04/01/02,2004,1,2,,2.9,,0.3,,1.6,,16.4,,0,,,,,,0,,,,,,,
04/01/03,2004,1,3,,0.3,,-5.7,,-2.7,,20.7,,0,,,,,,,M,,,,,,
04/01/04,2004,1,4,,-3.2,,-7.1,,-5.2,,23.2,,0,,,,,,,M,,,,,,
04/01/05,2004,1,5,,-3.4,,-7.2,,-5.3,,23.3,,0,,,,,,,M,,,,,,
04/01/06,2004,1,6,,-0.6,,-5.2,,-2.9,,20.9,,0,,,,,,,M,,,,,,
04/01/07,2004,1,7,,6.6,,-1,,2.8,,15.2,,0,,,,,,20,E,,,,,,
04/01/08,2004,1,8,,8.4,,5.4,,6.9,,11.1,,0,,,,,,6.4,,,,,,,
04/01/09,2004,1,9,,9.4,,5.8,,7.6,,10.4,,0,,,,,,5.8,,,,,,,
04/01/10,2004,1,10,,9,,7,,8,,10,,0,,,,,,11.8,,,,,,,
04/01/11,2004,1,11,,9.1,,5,,7.1,,10.9,,0,,,,,,5.2,,,,,,,
04/01/12,2004,1,12,,8.7,,5.3,,7,,11,,0,,,,,,12.2,,,,,,,
04/01/13,2004,1,13,,9.8,,7.8,,8.8,,9.2,,0,,,,,,6.8,,,,,,,
04/01/14,2004,1,14,,11.2,,9.1,,10.2,,7.8,,0,,,,,,26.8,,,,,,,
04/01/15,2004,1,15,,11.3,,5.7,,8.5,,9.5,,0,,,,,,6,,,,,,,
04/01/16,2004,1,16,,8.7,,5.6,,7.2,,10.8,,0,,,,,,0,,,,,,,
04/01/17,2004,1,17,,9.2,,5.5,,7.4,,10.6,,0,,,,,,3.2,,,,,,,
04/01/18,2004,1,18,,7.9,,7,,7.5,,10.5,,0,,,,,,24.4,,,,,,,
04/01/19,2004,1,19,,9,,5.1,,7.1,,10.9,,0,,,,,,8.4,,,,,,,
04/01/20,2004,1,20,,7.1,,3.9,,5.5,,12.5,,0,,,,,,0,,,,,,,
04/01/21,2004,1,21,,7.4,,5.3,,6.4,,11.6,,0,,,,,,0,,,,,,,
04/01/22,2004,1,22,,8.3,,5.7,,7,,11,,0,,,,,,8.2,,,,,,,
04/01/23,2004,1,23,,7.2,,5.7,,6.5,,11.5,,0,,,,,,1,,,,,,,
04/01/24,2004,1,24,,6.6,,3.3,,5,,13,,0,,,,,,9,,,,,,,
04/01/25,2004,1,25,,5.5,,2.6,,4.1,,13.9,,0,,,,,,0.4,,,,,,,
04/01/26,2004,1,26,,4.9,,2.5,,3.7,,14.3,,0,,,,,,13.4,,,,,,,
04/01/27,2004,1,27,,4.9,,3.4,,4.2,,13.8,,0,,,,,,8.8,,,,,,,
04/01/28,2004,1,28,,7.7,,4.5,,6.1,,11.9,,0,,,,,,11.8,,,,,,,
04/01/29,2004,1,29,,7.4,,4.8,,6.1,,11.9,,0,,,,,,26,,,,,,,
04/01/30,2004,1,30,,8.1,,2.5,,5.3,,12.7,,0,,,,,,2.2,,,,,,,
04/01/31,2004,1,31,,6,,2,,4,,14,,0,,,,,,3,,,,,,,
04/02/01,2004,2,1,,6.4,,3,,4.7,,13.3,,0,,,,,,0.2,,,,,,,
04/02/02,2004,2,2,,6.2,,2.2,,4.2,,13.8,,0,,,,,,2.4,,,,,,,
04/02/03,2004,2,3,,6.4,,3.3,,4.9,,13.1,,0,,,,,,4.4,,,,,,,
04/02/04,2004,2,4,,6.9,,3.9,,5.4,,12.6,,0,,,,,,7.6,,,,,,,
04/02/05,2004,2,5,,5.8,,2.7,,4.3,,13.7,,0,,,,,,5.2,,,,,,,
04/02/06,2004,2,6,,8.9,,5.7,,7.3,,10.7,,0,,,,,,17.2,,,,,,,
04/02/07,2004,2,7,,7.6,,4.1,,5.9,,12.1,,0,,,,,,1.2,,,,,,,
04/02/08,2004,2,8,,7,,2.6,,4.8,,13.2,,0,,,,,,0,,,,,,,
04/02/09,2004,2,9,,6.7,,1.3,,4,,14,,0,,,,,,0,,,,,,,
04/02/10,2004,2,10,,7.4,,3.2,,5.3,,12.7,,0,,,,,,0,,,,,,,
04/02/11,2004,2,11,,10,,2.5,,6.3,,11.7,,0,,,,,,0,,,,,,,
04/02/12,2004,2,12,,10.6,,1.5,,6.1,,11.9,,0,,,,,,0,,,,,,,
04/02/13,2004,2,13,,9.1,,1.2,,5.2,,12.8,,0,,,,,,0.2,,,,,,,
